City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
64013,Bosaso,67,SO,1596402500,38,11.28,49.18,92.55,19.93
5116497,Elmira,75,US,1596402205,41,42.09,-76.81,91.4,16.11
2122614,Okha,100,RU,1596402500,91,53.57,142.95,53.2,12.1
3919085,Coroico,7,BO,1596402501,9,-16.19,-67.73,64.4,13.87
6167817,Torbay,75,CA,1596402212,82,47.67,-52.73,64.0,12.75
2641598,Newport,100,GB,1596402445,80,51.59,-3.0,61.0,1.01
2449893,Tessalit,65,ML,1596402501,20,20.2,1.01,100.56,9.69
2208248,Kaitangata,100,NZ,1596402502,85,-46.28,169.85,50.0,3.0
556268,Ostrovnoy,100,RU,1596402502,88,68.05,39.51,50.16,11.16
2094342,Kavieng,16,PG,1596402502,77,-2.57,150.8,82.24,6.29
2629833,Husavik,90,IS,1596402502,93,66.04,-17.34,50.0,8.05
1799384,Ninghai,3,CN,1596402502,83,29.29,121.42,80.6,4.47
5563839,Fortuna,11,US,1596402257,27,40.6,-124.16,72.0,7.0
5044290,Saint Anthony,75,US,1596402503,56,45.02,-93.22,72.0,12.75
1018725,Bloemfontein,0,ZA,1596402467,38,-29.12,26.21,41.0,3.36
5866583,Saint Paul Harbor,75,US,1596402504,72,57.79,-152.41,60.8,8.05
2235194,Bafia,100,CM,1596402270,96,4.75,11.23,68.47,3.87
1262116,Nainpur,100,IN,1596402504,90,22.43,80.12,78.1,1.16
5563397,Eureka,40,US,1596402504,77,40.8,-124.16,72.0,10.29
3893629,Coquimbo,3,CL,1596402504,67,-29.95,-71.34,60.8,13.87
3981391,Tomatlán,1,MX,1596402505,48,19.93,-105.25,94.37,8.63
150037,Shelui,0,TZ,1596402505,51,-4.37,34.2,65.05,12.88
342641,Batī,71,ET,1596402505,71,11.18,40.02,70.86,5.1
1244926,Hambantota,100,LK,1596402505,79,6.12,81.12,79.92,17.47
286245,Sur,0,OM,1596402505,72,22.57,59.53,83.44,11.05
3652764,Puerto Ayora,75,EC,1596402506,69,-0.74,-90.35,77.0,13.87
2297810,Mumford,80,GH,1596402506,85,5.26,-0.76,73.92,13.11
1512342,Almazar,0,UZ,1596402506,41,40.32,69.01,75.2,11.18
53654,Mogadishu,100,SO,1596402506,81,2.04,45.34,76.91,21.7
3014213,Guipavas,66,FR,1596402507,87,48.44,-4.4,60.8,3.36
1279945,Jiuquan,14,CN,1596402507,30,39.74,98.52,62.13,2.68
367544,Sawākin,1,SD,1596402507,49,19.11,37.33,92.68,9.86
6165406,Thompson,20,CA,1596402507,36,55.74,-97.86,77.0,4.7
5367788,Lompoc,0,US,1596402385,56,34.64,-120.46,75.2,17.22
3372707,Ribeira Grande,20,PT,1596402508,69,38.52,-28.7,75.2,5.82
932987,Tsabong,0,BW,1596402508,34,-26.02,22.4,57.22,7.94
2019118,Nizhniy Tsasuchey,57,RU,1596402508,94,50.52,115.13,59.25,10.74
6185377,Yellowknife,75,CA,1596402508,61,62.46,-114.35,77.0,17.22
1636806,Majene,99,ID,1596402509,86,-3.54,118.97,76.23,7.18
2063056,Port Augusta,75,AU,1596402509,100,-32.5,137.77,48.2,5.82
780687,Berlevåg,75,NO,1596402509,100,70.86,29.09,48.2,16.11
3664956,Boca do Acre,32,BR,1596402510,29,-8.75,-67.4,94.57,1.61
1006984,East London,0,ZA,1596402510,20,-33.02,27.91,75.16,10.42
1502073,Krasnosel'kup,25,RU,1596402510,85,65.7,82.47,55.26,5.57
1790353,Xianyang,72,CN,1596402510,94,34.34,108.7,81.0,2.24
1317402,Kyaikkami,100,MM,1596402511,89,16.08,97.57,79.93,31.88
5329649,Blythe,75,US,1596402511,20,33.61,-114.6,111.2,20.8
3645532,Ciudad Bolivar,66,VE,1596402511,65,8.12,-63.55,86.2,3.44
2015306,Tiksi,100,RU,1596402511,87,71.69,128.87,44.2,4.92
2126199,Cherskiy,71,RU,1596402512,67,68.75,161.3,51.71,1.95
1106677,Bambous Virieux,75,MU,1596402512,73,-20.34,57.76,69.8,13.87
3450288,Santa Cruz Cabrália,40,BR,1596402479,64,-16.28,-39.02,73.4,8.05
3838859,Río Gallegos,18,AR,1596402339,60,-51.62,-69.22,42.8,10.29
2264557,Ponta do Sol,20,PT,1596402476,68,32.67,-17.1,71.6,26.4
579503,Balakhonovskoye,46,RU,1596402513,48,44.78,41.78,66.2,6.71
2121385,Severo-Kuril'sk,100,RU,1596402513,89,50.68,156.12,52.07,10.83
543671,Kotlyarevskaya,90,RU,1596402513,88,43.57,44.06,62.6,4.47
292223,Dubai,0,AE,1596402454,44,25.26,55.3,98.6,5.82
64814,Bandarbeyla,0,SO,1596402514,73,9.49,50.81,78.22,31.29
5380437,Pacific Grove,40,US,1596402514,64,36.62,-121.92,73.4,11.41
1492252,Sheregesh,20,RU,1596402514,93,52.92,87.99,52.47,5.48
2031964,Darhan,100,MN,1596402514,88,49.49,105.92,58.06,4.07
2281951,Sassandra,100,CI,1596402515,82,4.95,-6.08,72.01,5.68
4013679,Coahuayana Viejo,75,MX,1596402515,66,18.73,-103.68,86.0,11.41
3421719,Narsaq,92,GL,1596402515,71,60.92,-46.05,53.6,3.36
2420826,Gaoual,83,GN,1596402515,91,11.75,-13.2,76.5,6.29
1855540,Naze,63,JP,1596402515,94,28.37,129.48,75.2,2.24
1214488,Meulaboh,100,ID,1596402516,83,4.14,96.13,76.91,3.31
2425791,Kibala,100,TD,1596402516,96,9.11,18.35,70.48,3.2
1803782,Lichuan,1,CN,1596402305,95,30.3,108.85,66.49,1.41
3582678,Belize,86,BZ,1596402516,54,17.25,-88.75,91.99,5.39
1529651,Altay,0,CN,1596402304,44,47.87,88.12,61.41,9.4
593191,Vievis,93,LT,1596402517,82,54.77,24.8,57.0,1.12
2632287,Dalvik,90,IS,1596402517,93,65.97,-18.53,50.0,8.05
3013748,Hauterive,75,FR,1596402517,60,46.09,3.45,69.8,5.82
1222396,Kuah,20,MY,1596402517,94,6.33,99.84,80.6,2.24
1651810,Airai,68,TL,1596402518,93,-8.93,125.41,51.87,2.44
1272502,Diu,93,IN,1596402518,84,20.71,70.98,83.71,7.27
1072879,Ankazoabo,0,MG,1596402518,55,-22.28,44.52,58.6,7.07
3397154,Juazeiro,40,BR,1596402518,54,-9.41,-40.5,80.6,12.75
5870133,Nome,1,US,1596402264,71,64.5,-165.41,62.01,8.05
2036973,Heihe,75,CN,1596402519,93,50.24,127.49,64.4,6.71
1650434,Bambanglipuro,96,ID,1596402508,87,-7.95,110.28,71.17,3.65
5802636,Mattawa,1,US,1596402520,14,46.74,-119.9,91.0,5.82
3355672,Lüderitz,0,NA,1596402520,21,-26.65,15.16,71.6,8.05
986717,Kruisfontein,0,ZA,1596402520,53,-34.0,24.73,57.99,4.38
4035715,Avarua,0,CK,1596402520,64,-21.21,-159.78,71.6,3.36
5983720,Iqaluit,75,CA,1596402521,81,63.75,-68.51,51.8,4.7
2126123,Chokurdakh,100,RU,1596402521,64,70.63,147.92,49.39,3.27
2173911,Broken Hill,100,AU,1596402521,45,-31.95,141.43,46.4,8.05
765932,Lubaczów,89,PL,1596402521,73,50.16,23.12,63.0,7.07
1507116,Dudinka,100,RU,1596402522,76,69.41,86.18,55.4,11.18
2027296,Aykhal,100,RU,1596402522,61,66.0,111.5,58.28,1.72
3661980,Tarauacá,2,BR,1596402437,33,-8.16,-70.77,91.2,1.74
4407010,Saint Joseph,20,US,1596402522,65,39.77,-94.85,78.8,10.29
2015913,Suntar,0,RU,1596402522,76,62.14,117.63,56.84,4.21
1283285,Jumla,48,NP,1596402523,71,29.27,82.18,62.26,1.25
3354077,Opuwo,0,NA,1596402523,31,-18.06,13.84,62.01,8.52
2409914,Bonthe,100,SL,1596402523,85,7.53,-12.51,74.12,8.32
1275925,Bhindār,96,IN,1596402523,84,24.5,74.18,79.65,5.7
6949678,Taitung City,100,TW,1596402524,72,22.76,121.14,81.55,6.04
494378,Shimorskoye,57,RU,1596402524,91,55.32,42.03,52.21,3.38
3664301,Envira,32,BR,1596402524,40,-7.3,-70.22,89.73,0.34
1817446,Baisha,0,CN,1596402524,83,26.52,110.93,75.38,1.1
3893726,Constitución,1,CL,1596402524,83,-35.33,-72.42,57.85,5.82
1649150,Bengkulu,27,ID,1596402525,92,-3.8,102.27,74.8,3.51
3669929,San Estanislao,40,CO,1596402525,84,10.4,-75.15,87.8,8.05
4969398,Lewiston,90,US,1596402525,83,44.1,-70.21,75.99,6.93
2643044,Margate,100,GB,1596402525,73,51.38,1.39,64.0,1.99
3380290,Sinnamary,68,GF,1596402526,81,5.38,-52.95,81.25,10.18
2396518,Port-Gentil,75,GA,1596402526,78,-0.72,8.78,77.0,11.54
1337617,Muli,90,MV,1596402526,79,2.92,73.57,82.27,11.21
964432,Port Alfred,0,ZA,1596402526,21,-33.59,26.89,73.02,12.39
1264976,Leh,0,IN,1596402527,32,34.17,77.58,62.53,4.16
5554072,Juneau,75,US,1596402527,82,58.3,-134.42,62.6,12.75
6089245,Norman Wells,40,CA,1596402527,69,65.28,-126.83,73.4,5.82
1805515,Jinji,98,CN,1596402305,93,23.23,110.83,75.83,3.65
1788534,Xinyang,91,CN,1596402528,86,32.12,114.07,79.86,6.62
1283240,Kathmandu,75,NP,1596402315,100,27.72,85.32,71.6,2.24
72181,Marzuq,0,YE,1596402528,55,14.4,46.47,82.2,4.85
1263983,Mamit,91,IN,1596402529,96,23.93,92.48,74.68,1.52
1510689,Baykit,87,RU,1596402529,86,61.67,96.37,58.28,3.11
287832,Ibrā’,47,OM,1596402529,55,22.69,58.53,86.14,5.17
1623197,Tual,7,ID,1596402530,82,-5.67,132.75,77.32,18.37
933995,Souillac,75,MU,1596402530,73,-20.52,57.52,69.8,13.87
3377301,Mabaruma,96,GY,1596402530,93,8.2,-59.78,78.66,4.36
5530932,Socorro,40,US,1596402531,18,31.65,-106.3,96.8,2.44
2180991,Tolaga Bay,100,NZ,1596402531,84,-38.37,178.3,54.12,6.96
5961417,Gimli,0,CA,1596402531,47,50.63,-96.99,73.0,5.99
3372760,Praia da Vitória,40,PT,1596402531,69,38.73,-27.07,75.2,9.06
5746545,Portland,75,US,1596401893,47,45.52,-122.68,84.99,5.82
1505506,Zavyalovo,0,RU,1596402532,100,54.51,82.45,59.0,2.24
964712,Plettenberg Bay,0,ZA,1596402532,43,-34.05,23.37,64.17,3.18
2079582,Alyangula,40,AU,1596402532,93,-13.85,136.42,62.6,8.25
1642773,Japura,28,ID,1596402532,91,-0.32,102.35,74.16,1.95
2179103,Whitianga,57,NZ,1596402533,94,-36.83,175.7,54.0,1.99
1504382,Kargasok,68,RU,1596402533,88,59.06,80.86,59.36,2.84
3904906,Santa Cruz de la Sierra,20,BO,1596402533,31,-17.8,-63.17,87.8,14.99
2450173,Taoudenni,78,ML,1596402534,15,22.68,-3.98,107.47,4.54
4031574,Provideniya,40,RU,1596402534,66,64.38,-173.3,48.2,8.95
2097418,Finschhafen,67,PG,1596402534,73,-6.6,147.87,77.7,9.78
779350,Karasjok,75,NO,1596402535,87,69.47,25.51,50.0,9.17
3927758,Tarma,0,PE,1596402535,30,-11.42,-75.69,63.28,10.31
933734,Gweta,0,BW,1596402535,35,-20.18,25.23,58.91,12.03
3373652,Oistins,40,BB,1596402535,66,13.07,-59.53,87.8,13.87
1520327,Osakarovka,0,KZ,1596402536,56,50.56,72.57,66.94,6.69
2138555,Poum,5,NC,1596402536,62,-20.23,164.02,68.77,6.29
779554,Honningsvåg,75,NO,1596402537,87,70.98,25.97,50.0,6.93
4231997,Avera,1,US,1596402537,46,33.19,-82.53,96.8,5.82
2012646,Zarubino,100,RU,1596402538,99,42.63,131.09,67.55,9.46
933077,Shakawe,0,BW,1596402538,38,-18.37,21.85,55.44,4.52
3374083,Bathsheba,40,BB,1596402538,66,13.22,-59.52,87.8,13.87
1254046,Tura,31,IN,1596402538,82,25.52,90.22,77.92,1.9
666830,Siret,2,RO,1596402539,59,47.95,26.07,61.0,3.96
935214,Saint-Pierre,90,RE,1596402539,60,-21.34,55.48,68.0,9.17
3347019,Mossamedes,9,AO,1596402539,87,-15.2,12.15,66.83,6.2
3191648,Zlobin,20,HR,1596402539,51,45.29,14.65,82.4,6.93
139223,Chālūs,40,IR,1596402540,88,36.66,51.42,77.0,5.64
3420846,Qaqortoq,100,GL,1596402540,71,60.72,-46.03,53.6,3.36
3141310,Rørvik,75,NO,1596402540,93,64.86,11.24,59.0,12.75
1489656,Teya,0,RU,1596402540,75,60.38,92.63,53.31,0.47
1791779,Wanning,100,CN,1596402541,86,18.8,110.4,80.4,6.96
5859699,College,40,US,1596402541,59,64.86,-147.8,71.6,4.7
2852458,Potsdam,100,DE,1596402541,91,52.4,13.07,66.0,3.96
3386177,Trairi,4,BR,1596402438,77,-3.28,-39.27,78.91,11.41
1786657,Yinchuan,72,CN,1596402542,18,38.47,106.27,77.88,10.18
2323675,Sapele,88,NG,1596402542,89,5.89,5.68,74.07,4.74
2381972,Adrar,0,MR,1596402542,8,20.5,-10.07,103.17,4.68
1508894,Borovoy,0,RU,1596402542,100,55.43,86.08,59.0,8.95
3466165,Cidreira,100,BR,1596402543,71,-30.18,-50.21,62.55,7.16
2012530,Zhigansk,100,RU,1596402543,65,66.77,123.37,55.13,11.92
128008,Khalkhāl,2,IR,1596402543,60,37.62,48.53,63.9,2.64
5024719,Duluth,40,US,1596402544,52,46.78,-92.11,68.0,10.29
3836277,Santa Fe,100,AR,1596402484,55,-31.63,-60.7,80.01,5.35
2686657,Örebro,96,SE,1596402544,77,59.27,15.21,61.0,8.05
2507480,Algiers,0,DZ,1596402500,78,36.75,3.04,82.4,6.93
3386213,Touros,40,BR,1596402498,74,-5.2,-35.46,78.8,12.75
1684803,Tabuk,99,PH,1596402545,84,17.42,121.44,74.52,1.14
3359638,Walvis Bay,0,NA,1596402545,16,-22.96,14.51,75.2,3.36
3461017,Irati,0,BR,1596402546,67,-25.47,-50.65,59.54,2.53
1215502,Banda Aceh,100,ID,1596402546,75,5.56,95.32,80.29,14.79
2077895,Alice Springs,0,AU,1596402374,32,-23.7,133.88,39.2,4.7
3437547,Pedro Juan Caballero,0,PY,1596402546,36,-22.55,-55.73,80.6,6.93
1513491,Yangi Marg`ilon,0,UZ,1596402547,47,40.43,71.72,75.2,6.93
934322,Mahébourg,75,MU,1596402547,73,-20.41,57.7,69.8,13.87
2984775,Quetigny,21,FR,1596402547,49,47.32,5.12,71.6,9.17
2023584,Imeni Poliny Osipenko,100,RU,1596402547,87,52.42,136.49,53.47,9.91
2738381,Lata,61,PT,1596402547,88,40.16,-8.33,64.99,10.0
1808106,Hongjiang,0,CN,1596402548,86,27.11,110.0,76.39,1.25
734315,Siátista,7,GR,1596402548,64,40.26,21.54,68.0,1.12
777019,Vardø,75,NO,1596402548,100,70.37,31.11,48.2,11.41
2445704,Diffa,45,NE,1596402549,63,13.32,12.61,82.87,9.26
1273704,Dahegām,40,IN,1596402549,70,23.17,72.82,86.0,10.29
1011918,Danielskuil,0,ZA,1596402549,38,-28.19,23.54,51.04,6.96
2171766,Charlestown,68,AU,1596402549,84,-32.95,151.67,48.0,6.78
1000006,Greytown,0,ZA,1596402550,40,-29.06,30.59,53.8,3.02
2121025,Srednekolymsk,30,RU,1596402550,53,67.45,153.68,58.78,2.77
3424607,Tasiilaq,7,GL,1596402550,63,65.61,-37.64,50.0,19.46
312888,Hakkâri Province,0,TR,1596402550,39,37.58,44.17,59.04,2.77
1106643,Quatre Cocos,75,MU,1596402551,73,-20.21,57.76,69.8,13.87
292968,Abu Dhabi,0,AE,1596402377,75,24.47,54.37,93.2,3.36
5423092,Glenwood Springs,1,US,1596402477,21,39.55,-107.32,93.2,6.93
1885823,Jiangyou,51,CN,1596402551,87,31.77,104.72,74.21,2.68
782519,Librazhd,6,AL,1596402552,73,41.18,20.32,73.4,3.36
6067472,Marystown,19,CA,1596402552,79,47.17,-55.15,65.82,12.77
522353,Neya,54,RU,1596402552,86,58.3,43.87,50.32,2.75
3668605,Santa Marta,75,CO,1596402552,63,11.24,-74.2,95.0,6.93
1572151,Nha Trang,75,VN,1596402553,83,12.25,109.18,82.4,18.34
1043893,Lichinga,9,MZ,1596402553,76,-13.31,35.24,57.2,5.82
2146219,Hervey Bay,35,AU,1596402553,85,-25.3,152.85,60.01,3.0
5861897,Fairbanks,75,US,1596402334,77,64.84,-147.72,69.8,4.7
2641942,Musselburgh,74,GB,1596402554,73,55.94,-3.05,55.0,1.99
1026014,Tete,40,MZ,1596402554,60,-16.16,33.59,73.4,12.75
3576994,Cockburn Town,40,TC,1596402554,70,21.46,-71.14,86.0,13.87
933759,Ghanzi,0,BW,1596402555,40,-21.57,21.78,53.58,6.42
3382160,Cayenne,58,GF,1596402555,66,4.93,-52.33,84.2,4.7
2152659,Port Macquarie,8,AU,1596402555,98,-31.43,152.92,45.0,4.88
245338,Am Timan,100,TD,1596402555,98,11.03,20.28,69.82,2.26
1819729,Hong Kong,100,HK,1596402491,94,22.29,114.16,78.01,8.01
1787599,Xingyi,96,CN,1596402556,98,24.19,102.82,62.28,4.0
533964,Loukhi,33,RU,1596402556,83,66.08,33.04,47.82,3.11
1259228,Punganūru,99,IN,1596402556,73,13.37,78.58,72.46,21.5
5850554,Makakilo City,20,US,1596402498,54,21.35,-158.09,84.2,9.17
4297983,Lexington,75,US,1596402395,57,37.99,-84.48,79.0,10.29
3571592,Rock Sound,100,BS,1596402557,80,24.9,-76.2,83.57,19.51
5546220,Saint George,1,US,1596402538,9,37.1,-113.58,107.01,9.17
6453316,Tromsø,0,NO,1596402558,66,69.65,18.96,55.4,16.11
5380420,Pacifica,20,US,1596402558,63,37.61,-122.49,75.0,21.92
